id,name,schema_definition,created_at,is_active,is_tax_deductible,matching_description,doc_group,display_name_he,ui_category,semantic_signals,group_name
97,Bus Ticket,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Return / check-out date""}, ""location"": {""required"": false, ""data_type"": ""string"", ""description"": ""Destination / venue""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Departure / check-in / event date""}, ""total_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Total booking amount""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Travel / booking provider""}, ""traveler_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Traveler / guest name""}, ""reservation_id"": {""required"": true, ""data_type"": ""string"", ""description"": ""Reservation / booking reference""}}}",2026-03-06 21:28:57.817571+00,true,false,Intercity / airport / coach bus ticket or QR pass.,Travel,כרטיס אוטובוס,Trips & Tickets,"{""keywords_en"": [""bus ticket"", ""coach ticket""], ""keywords_he"": [""כרטיס אוטובוס""], ""layout_hints"": [""QR / route""], ""ocr_patterns"": [], ""vendor_examples"": [""Egged"", ""Dan"", ""FlixBus""]}",
98,Ferry Ticket,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Return / check-out date""}, ""location"": {""required"": false, ""data_type"": ""string"", ""description"": ""Destination / venue""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Departure / check-in / event date""}, ""total_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Total booking amount""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Travel / booking provider""}, ""traveler_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Traveler / guest name""}, ""reservation_id"": {""required"": true, ""data_type"": ""string"", ""description"": ""Reservation / booking reference""}}}",2026-03-06 21:28:58.044003+00,true,false,Ticket for ferry / boat transportation.,Travel,כרטיס מעבורת,Trips & Tickets,"{""keywords_en"": [""ferry ticket""], ""keywords_he"": [""מעבורת""], ""layout_hints"": [""passenger + route""], ""ocr_patterns"": [], ""vendor_examples"": [""Stena Line"", ""Washington State Ferries""]}",
99,Travel Itinerary,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Return / check-out date""}, ""location"": {""required"": false, ""data_type"": ""string"", ""description"": ""Destination / venue""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Departure / check-in / event date""}, ""total_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Total booking amount""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Travel / booking provider""}, ""traveler_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Traveler / guest name""}, ""reservation_id"": {""required"": true, ""data_type"": ""string"", ""description"": ""Reservation / booking reference""}}}",2026-03-06 21:28:58.272738+00,true,false,"Multi-leg itinerary summary produced by airline, agent, or booking platform.",Travel,מסלול טיול,Trips & Tickets,"{""keywords_en"": [""travel itinerary"", ""trip plan""], ""keywords_he"": [""מסלול נסיעה"", ""לו\""ז טיול""], ""layout_hints"": [""multi-segment summary""], ""ocr_patterns"": [], ""vendor_examples"": [""Booking.com"", ""Expedia"", ""Airbnb"", ""Hotels.com"", ""Trip.com"", ""El Al"", ""Arkia"", ""Israir"", ""United Airlines"", ""Delta"", ""American Airlines"", ""Marriott"", ""Hilton"", ""Dan Hotels""]}",
100,Concert Ticket,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Return / check-out date""}, ""location"": {""required"": false, ""data_type"": ""string"", ""description"": ""Destination / venue""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Departure / check-in / event date""}, ""total_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Total booking amount""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Travel / booking provider""}, ""traveler_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Traveler / guest name""}, ""reservation_id"": {""required"": true, ""data_type"": ""string"", ""description"": ""Reservation / booking reference""}}}",2026-03-06 21:28:58.498142+00,true,false,Digital or PDF ticket for concert or live performance.,Events,כרטיס להופעה,Trips & Tickets,"{""keywords_en"": [""concert ticket"", ""event ticket""], ""keywords_he"": [""כרטיס להופעה"", ""שורה"", ""מקום""], ""layout_hints"": [""barcode/QR + venue""], ""ocr_patterns"": [], ""vendor_examples"": [""Ticketmaster"", ""Eventim"", ""Leaan""]}",
101,Theater Ticket,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Return / check-out date""}, ""location"": {""required"": false, ""data_type"": ""string"", ""description"": ""Destination / venue""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Departure / check-in / event date""}, ""total_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Total booking amount""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Travel / booking provider""}, ""traveler_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Traveler / guest name""}, ""reservation_id"": {""required"": true, ""data_type"": ""string"", ""description"": ""Reservation / booking reference""}}}",2026-03-06 21:28:58.722885+00,true,false,"Ticket for theater, show, or performance.",Events,כרטיס תיאטרון,Trips & Tickets,"{""keywords_en"": [""theater ticket"", ""show ticket""], ""keywords_he"": [""כרטיס לתיאטרון""], ""layout_hints"": [""seat map info""], ""ocr_patterns"": [], ""vendor_examples"": [""Ticketmaster"", ""Leaan""]}",
102,Sports Ticket,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Return / check-out date""}, ""location"": {""required"": false, ""data_type"": ""string"", ""description"": ""Destination / venue""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Departure / check-in / event date""}, ""total_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Total booking amount""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Travel / booking provider""}, ""traveler_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Traveler / guest name""}, ""reservation_id"": {""required"": true, ""data_type"": ""string"", ""description"": ""Reservation / booking reference""}}}",2026-03-06 21:28:58.946049+00,true,false,"Ticket for sports event with team, venue, date, and seat.",Events,כרטיס ספורט,Trips & Tickets,"{""keywords_en"": [""sports ticket"", ""stadium""], ""keywords_he"": [""כרטיס למשחק""], ""layout_hints"": [""barcode + section/row""], ""ocr_patterns"": [], ""vendor_examples"": [""Ticketmaster"", ""StubHub""]}",
103,Cinema Ticket,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Return / check-out date""}, ""location"": {""required"": false, ""data_type"": ""string"", ""description"": ""Destination / venue""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Departure / check-in / event date""}, ""total_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Total booking amount""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Travel / booking provider""}, ""traveler_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Traveler / guest name""}, ""reservation_id"": {""required"": true, ""data_type"": ""string"", ""description"": ""Reservation / booking reference""}}}",2026-03-06 21:28:59.17164+00,true,false,Movie theater ticket or booking confirmation.,Events,כרטיס קולנוע,Trips & Tickets,"{""keywords_en"": [""movie ticket"", ""cinema""], ""keywords_he"": [""כרטיס קולנוע""], ""layout_hints"": [""showtime + seats""], ""ocr_patterns"": [], ""vendor_examples"": [""Yes Planet"", ""Hot Cinema"", ""AMC""]}",
104,Museum / Attraction Ticket,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Return / check-out date""}, ""location"": {""required"": false, ""data_type"": ""string"", ""description"": ""Destination / venue""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Departure / check-in / event date""}, ""total_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Total booking amount""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Travel / booking provider""}, ""traveler_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Traveler / guest name""}, ""reservation_id"": {""required"": true, ""data_type"": ""string"", ""description"": ""Reservation / booking reference""}}}",2026-03-06 21:28:59.394521+00,true,false,"Ticket or timed reservation for museum, park, zoo, or attraction.",Events,כרטיס למוזיאון/אטרקציה,Trips & Tickets,"{""keywords_en"": [""museum ticket"", ""attraction pass""], ""keywords_he"": [""כרטיס למוזיאון"", ""אטרקציה""], ""layout_hints"": [""entry window""], ""ocr_patterns"": [], ""vendor_examples"": [""Disney"", ""Universal"", ""The Met""]}",
105,Restaurant Reservation,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Return / check-out date""}, ""location"": {""required"": false, ""data_type"": ""string"", ""description"": ""Destination / venue""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Departure / check-in / event date""}, ""total_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Total booking amount""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Travel / booking provider""}, ""traveler_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Traveler / guest name""}, ""reservation_id"": {""required"": true, ""data_type"": ""string"", ""description"": ""Reservation / booking reference""}}}",2026-03-06 21:28:59.618403+00,true,false,Table reservation confirmation from restaurant or booking service.,Events,הזמנת מסעדה,Trips & Tickets,"{""keywords_en"": [""restaurant reservation"", ""table for""], ""keywords_he"": [""הזמנת מסעדה"", ""שולחן""], ""layout_hints"": [""time + party size""], ""ocr_patterns"": [], ""vendor_examples"": [""OpenTable"", ""Resy"", ""Ontopo""]}",
106,Appointment Confirmation,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Return / check-out date""}, ""location"": {""required"": false, ""data_type"": ""string"", ""description"": ""Destination / venue""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Departure / check-in / event date""}, ""total_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Total booking amount""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Travel / booking provider""}, ""traveler_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Traveler / guest name""}, ""reservation_id"": {""required"": true, ""data_type"": ""string"", ""description"": ""Reservation / booking reference""}}}",2026-03-06 21:28:59.841578+00,true,false,"Confirmation for medical, beauty, government, or service appointment.",Events,אישור פגישה,Trips & Tickets,"{""keywords_en"": [""appointment confirmation"", ""scheduled for""], ""keywords_he"": [""אישור תור""], ""layout_hints"": [""date/time block""], ""ocr_patterns"": [], ""vendor_examples"": [""Clalit"", ""Maccabi"", ""Meuhedet"", ""Leumit"", ""Assuta"", ""Sheba"", ""Calendly""]}",
107,Parking Reservation,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Return / check-out date""}, ""location"": {""required"": false, ""data_type"": ""string"", ""description"": ""Destination / venue""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Departure / check-in / event date""}, ""total_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Total booking amount""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Travel / booking provider""}, ""traveler_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Traveler / guest name""}, ""reservation_id"": {""required"": true, ""data_type"": ""string"", ""description"": ""Reservation / booking reference""}}}",2026-03-06 21:29:00.065597+00,true,false,"Reserved parking spot at airport, city center, or venue.",Travel,הזמנת חניה,Trips & Tickets,"{""keywords_en"": [""parking reservation""], ""keywords_he"": [""הזמנת חניה""], ""layout_hints"": [""entry/exit times""], ""ocr_patterns"": [], ""vendor_examples"": [""Pango"", ""Cello"", ""SpotHero""]}",
108,Tour / Activity Booking,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Return / check-out date""}, ""location"": {""required"": false, ""data_type"": ""string"", ""description"": ""Destination / venue""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Departure / check-in / event date""}, ""total_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Total booking amount""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Travel / booking provider""}, ""traveler_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Traveler / guest name""}, ""reservation_id"": {""required"": true, ""data_type"": ""string"", ""description"": ""Reservation / booking reference""}}}",2026-03-06 21:29:00.295216+00,true,false,"Booking for guided tour, class, excursion, or activity.",Travel,הזמנת סיור/פעילות,Trips & Tickets,"{""keywords_en"": [""activity booking"", ""tour confirmation""], ""keywords_he"": [""הזמנת פעילות"", ""סיור""], ""layout_hints"": [""participants + date""], ""ocr_patterns"": [], ""vendor_examples"": [""GetYourGuide"", ""Viator"", ""Airbnb Experiences""]}",
109,Travel Insurance Certificate,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Coverage / contract end / renewal date""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Coverage / contract start date""}, ""insured_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Insured person / entity""}, ""policy_number"": {""required"": true, ""data_type"": ""string"", ""description"": ""Policy number""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Insurance / service provider""}, ""premium_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Premium / contract amount""}}}",2026-03-06 21:29:00.523873+00,true,false,Travel coverage confirmation linked to a specific trip.,Travel,תעודת ביטוח נסיעות,Trips & Tickets,"{""keywords_en"": [""travel insurance certificate""], ""keywords_he"": [""אישור ביטוח נסיעות""], ""layout_hints"": [""trip dates + travelers""], ""ocr_patterns"": [], ""vendor_examples"": [""Harel"", ""Clal"", ""Migdal"", ""Phoenix"", ""Menora Mivtachim"", ""Ayalon"", ""Hachshara"", ""State Farm"", ""GEICO"", ""Progressive"", ""Allstate"", ""UnitedHealthcare"", ""Blue Cross Blue Shield"", ""Aetna"", ""Cigna""]}",
110,Prescription,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:29:00.747862+00,true,false,"Doctor-issued medication prescription with patient, medicine, dosage, and validity.",Health,מִרשָׁם,Insurance & Contracts,"{""keywords_en"": [""prescription""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
111,Lab Test Result,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""issue_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Statement date""}, ""account_holder"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""account_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account / policy / card number""}, ""ending_balance"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Ending balance / amount""}, ""statement_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Statement period""}}}",2026-03-06 21:29:00.971474+00,true,false,"Laboratory results document with biomarker names, values, and ranges.",Health,תוצאת בדיקת מעבדה,Insurance & Contracts,"{""keywords_en"": [""lab test result""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
112,Vaccination Record,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""issue_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Statement date""}, ""account_holder"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""account_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account / policy / card number""}, ""ending_balance"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Ending balance / amount""}, ""statement_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Statement period""}}}",2026-03-06 21:29:01.203392+00,true,false,Immunization certificate / vaccination record.,Health,רישום חיסונים,Insurance & Contracts,"{""keywords_en"": [""vaccination record""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
113,Hospital Discharge Summary,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:29:01.431778+00,true,false,"Hospital discharge letter summarizing diagnosis, treatment, and follow-up.",Health,סיכום שחרור מבית חולים,Insurance & Contracts,"{""keywords_en"": [""hospital discharge summary""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
114,Medical Invoice,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""due_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Payment due date""}, ""bill_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Billing / issue date""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total amount due""}, ""customer_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""billing_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Billing period / service period""}, ""customer_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Customer/account number""}}}",2026-03-06 21:29:01.656838+00,true,false,"Invoice for doctor, clinic, therapy, or medical procedure.",Health,חשבונית רפואית,Bills & Receipts,"{""keywords_en"": [""medical invoice""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
115,Reimbursement Approval,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:29:01.880638+00,true,false,Approval notice for refund/reimbursement with approved amount.,Insurance,אישור החזר,Insurance & Contracts,"{""keywords_en"": [""reimbursement approval""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
116,School Report Card,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""issue_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Statement date""}, ""account_holder"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""account_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account / policy / card number""}, ""ending_balance"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Ending balance / amount""}, ""statement_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Statement period""}}}",2026-03-06 21:29:02.106202+00,true,false,Student progress report / grades certificate.,Education,גיליון ציונים בבית הספר,Identity,"{""keywords_en"": [""school report card""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Bank Hapoalim"", ""Bank Leumi"", ""Israel Discount Bank"", ""Mizrahi-Tefahot"", ""First International Bank of Israel"", ""Bank of Jerusalem"", ""One Zero"", ""Chase"", ""Bank of America"", ""Wells Fargo"", ""Citibank"", ""Capital One"", ""PNC"", ""U.S. Bank""]}",
117,Course Certificate,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:29:02.327689+00,true,false,"Certificate of completion for course, workshop, or training.",Education,תעודת קורס,Identity,"{""keywords_en"": [""course certificate""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
118,Diploma,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:29:02.55421+00,true,false,Academic diploma or degree certificate.,Education,תְעוּדָה,Identity,"{""keywords_en"": [""diploma""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
119,Child School Document,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:29:02.777736+00,true,false,"Generic school letter, consent form, or child-related education document.",Education,מסמך בית ספר לילד,Identity,"{""keywords_en"": [""child school document""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
120,Software Subscription Invoice,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""due_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Payment due date""}, ""bill_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Billing / issue date""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total amount due""}, ""customer_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""billing_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Billing period / service period""}, ""customer_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Customer/account number""}}}",2026-03-06 21:29:03.002167+00,true,false,Recurring invoice for software or SaaS subscription.,Subscriptions,חשבונית מנוי תוכנה,Bills & Receipts,"{""keywords_en"": [""software subscription invoice""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
121,Gym Membership Agreement,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:29:03.228322+00,true,false,Gym membership contract or renewal notice.,Subscriptions,הסכם מנוי לחדר כושר,Insurance & Contracts,"{""keywords_en"": [""gym membership agreement""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""DocuSign"", ""Adobe Sign""]}",
122,Streaming Subscription Receipt,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total paid amount""}, ""merchant_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Merchant / seller name""}, ""payment_method"": {""required"": false, ""data_type"": ""string"", ""description"": ""Payment method""}, ""transaction_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Transaction date""}, ""transaction_reference"": {""required"": false, ""data_type"": ""string"", ""description"": ""Receipt / order / transaction reference""}}}",2026-03-06 21:29:03.453081+00,true,false,Payment receipt for streaming media or entertainment subscription.,Subscriptions,קבלה למנוי לסטרימינג,Bills & Receipts,"{""keywords_en"": [""streaming subscription receipt""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
